year;loc;rep;blk;plt;pgl;genPlan;gen;yld
y17;syn;r1;b3;158;RGS168;D37QUA18;D37QUA18;104,88
y17;syn;r1;b3;163;RGS169;D37QUA19;MER;111,09
y17;syn;r1;b2;112;RGS170;D37QUA20;D37QUA20;78,5
y17;syn;r1;b1;20;RGS171;D37QUA21;D37QUA21;100,27
y17;syn;r1;b3;153;RGS172;D37QUA22;D37QUA22;106,78
y17;syn;r1;b3;140;RGS173;D37QUA23;D37QUA23;99,89
y17;syn;r1;b4;188;RGS174;D37QUA24;D37QUA24;97,69
y17;syn;r1;b5;282;RGS175;D37QUA25;D37QUA25;104,61
y17;syn;r1;b5;298;RGS176;D37QUA26;D37QUA26;93,95
y17;syn;r1;b1;1;RGS177;D37QUA27;D37QUA27;98,39
y17;syn;r1;b1;60;RGS178;D37QUA28;MER;123,18
y17;syn;r1;b3;156;RGS179;D37QUA29;D37QUA29;117,42
y17;syn;r1;b3;172;RGS180;D37QUA30;D37QUA30;104,45
y17;syn;r1;b5;256;RGS181;D37QUA31;MER;112,97
y17;syn;r1;b4;201;RGS182;D37QUA32;D37QUA32;101,9
y17;syn;r1;b4;189;RGS183;D37QUA33;D37QUA33;107,64
y17;syn;r1;b5;273;RGS184;D37QUA34;D37QUA34;94,88
y17;syn;r1;b1;43;RGS185;D37QUA35;MER;115,26
y17;syn;r1;b5;283;RGS186;D37QUA36;D37QUA36;95,58
y17;syn;r1;b4;204;RGS187;D37QUA37;D37QUA37;108,66
y17;syn;r1;b4;202;RGS188;D37OTT01;D37OTT01;74,19
y17;syn;r1;b2;111;RGS189;D37OTT02;D37OTT02;106,53
y17;syn;r1;b1;3;RGS190;D37OTT03;D37OTT03;102,59
y17;syn;r1;b1;49;RGS191;D37OTT04;D37OTT04;83,52
y17;syn;r1;b3;123;RGS192;D37OTT05;D37OTT05;99,97
y17;syn;r1;b1;39;RGS193;D37OTT06;MER;112,6
y17;syn;r1;b2;100;RGS194;D37OTT07;D37OTT07;90,86
y17;syn;r1;b3;152;RGS195;D37OTT08;MER;109,3
y17;syn;r1;b2;69;RGS196;D37OTT09;MER;121,14
y17;syn;r1;b1;27;RGS197;D37OTT10;D37OTT10;113,5
y17;syn;r1;b4;219;RGS198;D37OTT11;D37OTT11;110,93
y17;syn;r1;b1;15;RGS199;D37OTT12;D37OTT12;117,83
y17;syn;r1;b3;128;RGS200;D37OTT13;MER;121,66
y17;syn;r1;b3;141;RGS201;ANTMER01;ANTMER01;114,56
y17;syn;r1;b3;138;RGS202;ANTMER02;ANTMER02;113,3
y17;syn;r1;b3;122;RGS203;ANTMER03;ANTMER03;113,77
y17;syn;r1;b3;150;RGS204;ANTMER04;ANTMER04;105,27
y17;syn;r1;b5;264;RGS205;ANTMER05;ANTMER05;107,38
y17;syn;r1;b5;241;RGS206;ANTMER06;ANTMER06;118,74
y17;syn;r1;b4;196;RGS207;ANTMER07;ANTMER07;107,99
y17;syn;r1;b4;240;RGS208;ANTMER08;ANTMER08;120,94
y17;syn;r1;b2;74;RGS209;ANTMER09;ANTMER09;127,35
y17;syn;r1;b1;25;RGS210;ANTMER10;ANTMER10;115,63
y17;syn;r1;b4;237;RGS211;ANTMER11;ANTMER11;113,82
y17;syn;r1;b5;267;RGS212;ANTMER12;ANTMER12;113,87
y17;syn;r1;b2;80;RGS213;ANTMER13;ANTMER13;123,61
y17;syn;r1;b4;229;RGS214;ANTMER14;ANTMER14;125,3
y17;syn;r1;b1;34;RGS215;ANTMER15;ANTMER15;123,67
y17;syn;r1;b5;258;RGS216;ANTMER16;ANTMER16;109,69
y17;syn;r1;b5;248;RGS217;ANTQUA01;ANTQUA01;123,64
y17;syn;r1;b5;244;RGS218;ANTQUA02;ANTQUA02;120,44
y17;syn;r1;b4;182;RGS219;ANTQUA03;ANTQUA03;118,38
y17;syn;r1;b2;98;RGS220;ANTQUA04;ANTQUA04;116,53
y17;syn;r1;b2;68;RGS221;ANTQUA05;ANTQUA05;121,8
y17;syn;r1;b4;226;RGS222;ANTQUA06;ANTQUA06;116,16
y17;syn;r1;b1;2;RGS223;ANTQUA07;ANTQUA07;109,69
y17;syn;r1;b4;234;RGS224;ANTQUA08;ANTQUA08;127,33
y17;syn;r1;b4;206;RGS225;ANTQUA09;ANTQUA09;121,58
y17;syn;r1;b4;199;RGS226;ANTQUA10;ANTQUA10;118,42
y17;syn;r1;b3;146;RGS227;ANTQUA11;ANTQUA11;111,34
y17;syn;r1;b5;297;RGS228;ANTQUA12;ANTQUA12;94,43
y17;syn;r1;b2;117;RGS229;ANTETI01;ANTETI01;118,37
y17;syn;r1;b5;268;RGS230;ANTETI02;ANTETI02;105,82
y17;syn;r1;b2;96;RGS231;ANTETI03;ANTETI03;111,77
y17;syn;r1;b2;97;RGS232;ANTETI04;ANTETI04;97,75
y17;syn;r1;b2;102;RGS233;ANTETI05;ANTETI05;105,27
y17;syn;r1;b3;164;RGS234;ANTETI06;ANTETI06;103,76
y17;syn;r1;b5;270;RGS235;ANTETI07;ANTETI07;97,54
y17;syn;r1;b3;159;RGS236;ANTETI08;ANTETI08;107,68
y17;syn;r1;b2;70;RGS237;ANTETI09;ANTETI09;104,37
y17;syn;r1;b2;103;RGS238;ANTETI10;ANTETI10;113,19
y17;syn;r1;b5;279;RGS239;ANTETI11;ANTETI11;94,24
y17;syn;r1;b4;212;RGS240;ANTETI12;ANTETI12;114,94
y17;syn;r1;b1;4;RGS241;ANTETI13;ANTETI13;101,97
y17;syn;r1;b3;174;RGS242;ANTETI14;ANTETI14;107,56
y17;syn;r1;b5;296;RGS243;ANTETI15;ANTETI15;110,18
y17;syn;r1;b1;48;RGS244;ANTETI16;ANTETI16;99,16
y17;syn;r1;b4;238;RGS245;ANTETI17;ANTETI17;113,73
y17;syn;r1;b1;6;RGS246;ANTETI18;ANTETI18;99,7
y17;syn;r1;b2;116;RGS247;ANTOTT01;ANTOTT01;121,27
y17;syn;r1;b1;40;RGS248;ANTOTT02;ANTOTT02;114,53
y17;syn;r1;b2;72;RGS249;ANTOTT03;ANTOTT03;120,91
y17;syn;r1;b1;19;RGS250;ANTOTT04;ANTOTT04;115,22
y17;syn;r1;b1;47;RGS251;101;101;116,81
y17;syn;r1;b2;95;RGS251;101;MER;117,57
y17;syn;r1;b3;161;RGS251;101;101;79,38
y17;syn;r1;b4;239;RGS251;101;MER;112,08
y17;syn;r1;b5;293;RGS251;101;MER;106,54
y17;syn;r1;b1;29;RGS252;146;146;81,7
y17;syn;r1;b2;71;RGS252;146;146;71,41
y17;syn;r1;b3;125;RGS252;146;146;82,67
y17;syn;r1;b4;197;RGS252;146;146;120,74
y17;syn;r1;b5;263;RGS252;146;MER;108,43
y17;syn;r1;b1;53;RGS253;D33;D33;94,44
y17;syn;r1;b2;101;RGS253;D33;D33;94,85
y17;syn;r1;b3;167;RGS253;D33;D33;82,63
y17;syn;r1;b4;215;RGS253;D33;D33;118,11
y17;syn;r1;b5;299;RGS253;D33;D33;110,39
y17;syn;r1;b1;23;RGS254;D37;D37;89,39
y17;syn;r1;b2;65;RGS254;D37;D37;81,37
y17;syn;r1;b3;149;RGS254;D37;MER;103,41
y17;syn;r1;b4;191;RGS254;D37;D37;75,47
y17;syn;r1;b5;257;RGS254;D37;D37;105,99
y17;syn;r1;b1;59;RGS255;OTT;OTT;102,33
y17;syn;r1;b2;107;RGS255;OTT;OTT;107,53
y17;syn;r1;b3;173;RGS255;OTT;OTT;97,92
y17;syn;r1;b4;221;RGS255;OTT;OTT;109,33
y17;syn;r1;b5;275;RGS255;OTT;OTT;102,22
y17;syn;r1;b1;17;RGS256;ANT;ANT;113,47
y17;syn;r1;b2;89;RGS256;ANT;ANT;115,93
y17;syn;r1;b3;143;RGS256;ANT;ANT;109,53
y17;syn;r1;b4;185;RGS256;ANT;ANT;118,48
y17;syn;r1;b5;251;RGS256;ANT;ANT;105,73
y17;syn;r1;b1;35;RGS257;MER;MER;115,42
y17;syn;r1;b2;113;RGS257;MER;MER;121,72
y17;syn;r1;b3;179;RGS257;MER;MER;111,71
y17;syn;r1;b4;227;RGS257;MER;MER;113,52
y17;syn;r1;b5;281;RGS257;MER;MER;101,05
y17;syn;r1;b1;11;RGS258;ETI;ETI;108,03
y17;syn;r1;b2;83;RGS258;ETI;ETI;119,25
y17;syn;r1;b3;137;RGS258;ETI;ETI;110,55
y17;syn;r1;b4;209;RGS258;ETI;ETI;117,87
y17;syn;r1;b5;245;RGS258;ETI;ETI;102,8
y17;syn;r1;b1;41;RGS259;JEN;JEN;108,18
y17;syn;r1;b2;119;RGS259;JEN;JEN;111,61
y17;syn;r1;b3;155;RGS259;JEN;JEN;103,61
y17;syn;r1;b4;233;RGS259;JEN;JEN;108,86
y17;syn;r1;b5;287;RGS259;JEN;JEN;95,62
y17;syn;r1;b1;5;RGS260;QUA;QUA;118,31
y17;syn;r1;b2;77;RGS260;QUA;QUA;133,8
y17;syn;r1;b3;131;RGS260;QUA;QUA;113,76
y17;syn;r1;b4;203;RGS260;QUA;QUA;129,47
y17;syn;r1;b5;269;RGS260;QUA;QUA;118,5
