year;loc;rep;blk;plt;pgl;gen;yld
y18;wvb;r2;b2;93;RGS138;D33ETI08;91,01449275
y18;wvb;r2;b1;34;RGS139;D33ETI09;80,28985507
y18;wvb;r2;b4;223;RGS140;D33ETI10;91,88405797
y18;wvb;r2;b2;72;RGS141;D33ETI11;89,85507246
y18;wvb;r2;b2;85;RGS142;D33ETI12;82,02898551
y18;wvb;r2;b1;48;RGS143;D33ETI13;83,47826087
y18;wvb;r2;b3;124;RGS144;D33ETI14;89,27536232
y18;wvb;r2;b4;220;RGS145;D33ETI15;100,2898551
y18;wvb;r2;b3;159;RGS146;D33ETI16;96,52173913
y18;wvb;r2;b2;92;RGS147;D33ETI17;89,56521739
y18;wvb;r2;b1;19;RGS148;D33ETI18;77,68115942
y18;wvb;r2;b2;94;RGS149;D33ETI19;87,24637681
y18;wvb;r2;b3;151;RGS150;D33ETI20;93,91304348
y18;wvb;r2;b1;14;RGS151;D37QUA01;86,08695652
y18;wvb;r2;b2;86;RGS152;D37QUA02;85,79710145
y18;wvb;r2;b3;146;RGS153;D37QUA03;93,91304348
y18;wvb;r2;b2;80;RGS154;D37QUA04;82,02898551
y18;wvb;r2;b3;141;RGS155;D37QUA05;88,69565217
y18;wvb;r2;b3;175;RGS156;D37QUA06;89,85507246
y18;wvb;r2;b1;44;RGS157;D37QUA07;85,79710145
y18;wvb;r2;b4;208;RGS158;D37QUA08;83,47826087
y18;wvb;r2;b5;285;RGS159;D37QUA09;99,71014493
y18;wvb;r2;b5;273;RGS160;D37QUA10;91,30434783
y18;wvb;r2;b2;109;RGS161;D37QUA11;88,69565217
y18;wvb;r2;b2;67;RGS162;D37QUA12;83,47826087
y18;wvb;r2;b4;205;RGS163;D37QUA13;80
y18;wvb;r2;b1;8;RGS164;D37QUA14;99,42028986
y18;wvb;r2;b4;234;RGS165;D37QUA15;96,23188406
y18;wvb;r2;b5;277;RGS166;D37QUA16;95,07246377
y18;wvb;r2;b2;100;RGS167;D37QUA17;100,5797101
y18;wvb;r2;b5;242;RGS168;D37QUA18;86,08695652
y18;wvb;r2;b5;271;RGS169;D37QUA19;92,17391304
y18;wvb;r2;b2;73;RGS170;D37QUA20;82,89855072
y18;wvb;r2;b1;6;RGS171;D37QUA21;90,72463768
y18;wvb;r2;b5;297;RGS172;D37QUA22;99,42028986
y18;wvb;r2;b3;138;RGS173;D37QUA23;98,84057971
y18;wvb;r2;b2;114;RGS174;D37QUA24;86,95652174
y18;wvb;r2;b4;192;RGS175;D37QUA25;96,8115942
y18;wvb;r2;b2;87;RGS176;D37QUA26;82,31884058
y18;wvb;r2;b2;99;RGS177;D37QUA27;80,57971014
y18;wvb;r2;b4;187;RGS178;D37QUA28;89,85507246
y18;wvb;r2;b2;110;RGS179;D37QUA29;91,30434783
y18;wvb;r2;b5;253;RGS180;D37QUA30;84,05797101
y18;wvb;r2;b1;38;RGS181;D37QUA31;95,07246377
y18;wvb;r2;b5;279;RGS182;D37QUA32;88,4057971
y18;wvb;r2;b4;189;RGS183;D37QUA33;88,4057971
y18;wvb;r2;b2;116;RGS184;D37QUA34;91,30434783
y18;wvb;r2;b5;284;RGS185;D37QUA35;82,60869565
y18;wvb;r2;b1;24;RGS186;D37QUA36;92,75362319
y18;wvb;r2;b5;244;RGS187;D37QUA37;88,69565217
y18;wvb;r2;b4;186;RGS188;D37OTT01;82,60869565
y18;wvb;r2;b4;207;RGS189;D37OTT02;83,76811594
y18;wvb;r2;b2;97;RGS190;D37OTT03;88,4057971
y18;wvb;r2;b3;148;RGS191;D37OTT04;81,73913043
y18;wvb;r2;b4;235;RGS192;D37OTT05;88,98550725
y18;wvb;r2;b5;276;RGS193;D37OTT06;92,75362319
y18;wvb;r2;b2;76;RGS194;D37OTT07;89,85507246
y18;wvb;r2;b3;136;RGS195;D37OTT08;93,62318841
y18;wvb;r2;b3;120;RGS196;D37OTT09;95,36231884
y18;wvb;r2;b1;13;RGS197;D37OTT10;92,17391304
y18;wvb;r2;b4;202;RGS198;D37OTT11;85,79710145
y18;wvb;r2;b3;171;RGS199;D37OTT12;90,72463768
y18;wvb;r2;b4;196;RGS200;D37OTT13;84,63768116
y18;wvb;r2;b1;51;RGS201;ANTMER01;92,46376812
y18;wvb;r2;b5;283;RGS202;ANTMER02;76,23188406
y18;wvb;r2;b2;118;RGS203;ANTMER03;95,36231884
y18;wvb;r2;b2;111;RGS204;ANTMER04;90,14492754
y18;wvb;r2;b2;105;RGS205;ANTMER05;104,057971
y18;wvb;r2;b3;153;RGS206;ANTMER06;100
y18;wvb;r2;b4;236;RGS207;ANTMER07;101,1594203
y18;wvb;r2;b3;129;RGS208;ANTMER08;90,72463768
y18;wvb;r2;b5;249;RGS209;ANTMER09;93,62318841
y18;wvb;r2;b1;54;RGS210;ANTMER10;97,10144928
y18;wvb;r2;b3;144;RGS211;ANTMER11;92,46376812
y18;wvb;r2;b3;121;RGS212;ANTMER12;95,07246377
y18;wvb;r2;b3;133;RGS213;ANTMER13;91,88405797
y18;wvb;r2;b3;139;RGS214;ANTMER14;89,27536232
y18;wvb;r2;b1;39;RGS215;ANTMER15;88,98550725
y18;wvb;r2;b1;50;RGS216;ANTMER16;88,4057971
y18;wvb;r2;b2;88;RGS217;ANTQUA01;94,7826087
y18;wvb;r2;b2;69;RGS218;ANTQUA02;90,14492754
y18;wvb;r2;b5;295;RGS219;ANTQUA03;94,20289855
y18;wvb;r2;b5;288;RGS220;ANTQUA04;93,62318841
y18;wvb;r2;b3;132;RGS221;ANTQUA05;89,85507246
y18;wvb;r2;b3;122;RGS222;ANTQUA06;104,6376812
y18;wvb;r2;b3;127;RGS223;ANTQUA07;93,91304348
y18;wvb;r2;b2;102;RGS224;ANTQUA08;100,8695652
y18;wvb;r2;b1;26;RGS225;ANTQUA09;95,07246377
y18;wvb;r2;b3;172;RGS226;ANTQUA10;96,52173913
y18;wvb;r2;b2;63;RGS227;ANTQUA11;95,36231884
y18;wvb;r2;b4;217;RGS228;ANTQUA12;89,85507246
y18;wvb;r2;b3;123;RGS229;ANTETI01;89,85507246
y18;wvb;r2;b2;68;RGS230;ANTETI02;92,46376812
y18;wvb;r2;b4;194;RGS231;ANTETI03;93,33333333
y18;wvb;r2;b4;195;RGS232;ANTETI04;93,91304348
y18;wvb;r2;b3;158;RGS233;ANTETI05;97,68115942
y18;wvb;r2;b2;84;RGS234;ANTETI06;91,88405797
y18;wvb;r2;b4;204;RGS235;ANTETI07;84,63768116
y18;wvb;r2;b4;231;RGS236;ANTETI08;91,5942029
y18;wvb;r2;b4;210;RGS237;ANTETI09;81,44927536
y18;wvb;r2;b1;28;RGS238;ANTETI10;93,62318841
y18;wvb;r2;b3;140;RGS239;ANTETI11;89,56521739
y18;wvb;r2;b2;66;RGS240;ANTETI12;95,36231884
y18;wvb;r2;b1;58;RGS241;ANTETI13;97,39130435
y18;wvb;r2;b1;18;RGS242;ANTETI14;95,07246377
y18;wvb;r2;b1;40;RGS243;ANTETI15;94,20289855
y18;wvb;r2;b2;103;RGS244;ANTETI16;95,36231884
y18;wvb;r2;b5;261;RGS245;ANTETI17;96,52173913
y18;wvb;r2;b2;112;RGS246;ANTETI18;92,17391304
y18;wvb;r2;b1;31;RGS247;ANTOTT01;93,04347826
y18;wvb;r2;b1;22;RGS248;ANTOTT02;90,14492754
y18;wvb;r2;b3;163;RGS249;ANTOTT03;101,4492754
y18;wvb;r2;b1;36;RGS250;ANTOTT04;93,62318841
y18;wvb;r2;b1;59;RGS251;101;82,31884058
y18;wvb;r2;b2;113;RGS252;146;76,52173913
y18;wvb;r2;b3;161;RGS253;D33;79,13043478
y18;wvb;r2;b4;215;RGS254;D37;79,71014493
y18;wvb;r2;b5;287;RGS255;OTT;97,39130435
y18;wvb;r2;b1;23;RGS256;ANT;90,72463768
y18;wvb;r2;b2;89;RGS257;MER;95,07246377
y18;wvb;r2;b3;137;RGS258;ETI;95,36231884
y18;wvb;r2;b4;185;RGS259;JEN;96,23188406
y18;wvb;r2;b5;251;RGS260;QUA;91,88405797
y18;wvb;r2;b1;47;RGS251;101;95,07246377
y18;wvb;r2;b2;119;RGS252;146;78,26086957
y18;wvb;r2;b3;173;RGS253;D33;83,47826087
y18;wvb;r2;b4;221;RGS254;D37;78,26086957
y18;wvb;r2;b5;275;RGS255;OTT;103,4782609
y18;wvb;r2;b1;11;RGS256;ANT;92,46376812
y18;wvb;r2;b2;83;RGS257;MER;100,8695652
y18;wvb;r2;b3;149;RGS258;ETI;96,8115942
y18;wvb;r2;b4;197;RGS259;JEN;95,94202899
y18;wvb;r2;b5;245;RGS260;QUA;93,91304348
y18;wvb;r2;b1;35;RGS251;101;102,0289855
y18;wvb;r2;b2;107;RGS252;146;74,20289855
y18;wvb;r2;b3;179;RGS253;D33;85,50724638
y18;wvb;r2;b4;233;RGS254;D37;74,7826087
y18;wvb;r2;b5;281;RGS255;OTT;95,36231884
y18;wvb;r2;b1;5;RGS256;ANT;91,5942029
y18;wvb;r2;b2;71;RGS257;MER;104,6376812
y18;wvb;r2;b3;143;RGS258;ETI;80,57971014
y18;wvb;r2;b4;209;RGS259;JEN;104,057971
y18;wvb;r2;b5;257;RGS260;QUA;101,1594203
y18;wvb;r2;b1;41;RGS251;101;99,42028986
y18;wvb;r2;b2;95;RGS252;146;84,63768116
y18;wvb;r2;b3;167;RGS253;D33;81,44927536
y18;wvb;r2;b4;239;RGS254;D37;73,91304348
y18;wvb;r2;b5;293;RGS255;OTT;98,26086957
y18;wvb;r2;b1;17;RGS256;ANT;84,34782609
y18;wvb;r2;b2;65;RGS257;MER;103,4782609
y18;wvb;r2;b3;131;RGS258;ETI;88,98550725
y18;wvb;r2;b4;203;RGS259;JEN;100,2898551
y18;wvb;r2;b5;269;RGS260;QUA;95,07246377
y18;wvb;r2;b1;53;RGS251;101;93,91304348
y18;wvb;r2;b2;101;RGS252;146;76,8115942
y18;wvb;r2;b3;155;RGS253;D33;95,07246377
y18;wvb;r2;b4;227;RGS254;D37;73,33333333
y18;wvb;r2;b5;299;RGS255;OTT;100,2898551
y18;wvb;r2;b1;29;RGS256;ANT;97,97101449
y18;wvb;r2;b2;77;RGS257;MER;98,26086957
y18;wvb;r2;b3;125;RGS258;ETI;94,7826087
y18;wvb;r2;b4;191;RGS259;JEN;92,17391304
y18;wvb;r2;b5;263;RGS260;QUA;100
